Seconds,Nanoseconds,Temp_C,Power_W,Throttled_Hex,RSS_KB,CPU_MHz,Reconnect_Count
1783818393,908617294,37.8,2.04,0x0,9264,1500,0
1783818398,949057080,37.3,2.09,0x0,9264,1500,0
1783818403,989439605,37.8,2.04,0x0,9264,1500,0
1783818409,29783424,37.3,2.06,0x0,9264,1500,0
1783818414,70096520,37.3,2.25,0x0,9264,1500,0
1783818419,110568206,36.7,2.06,0x0,9264,1500,0
1783818424,150843403,37.3,2.03,0x0,9264,1500,0
1783818429,191334273,36.7,2.08,0x0,9264,1500,0
1783818434,231649197,38.4,2.05,0x0,9264,1500,0
1783818439,271941597,36.7,2.05,0x0,9264,1500,0
1783818444,312343602,36.7,2.07,0x0,9264,1500,0
1783818449,352770765,38.4,2.05,0x0,9264,1500,0
1783818454,393231696,37.3,2.05,0x0,9264,1500,0
1783818459,433582227,37.3,2.23,0x0,9264,1500,0
1783818464,474095449,37.3,2.04,0x0,9264,1500,0
1783818469,514864951,37.3,2.03,0x0,9264,1500,0
1783818474,555261218,37.8,2.06,0x0,9264,1500,0
1783818479,595600301,36.7,2.05,0x0,9264,1500,0
1783818484,636089310,38.4,2.04,0x0,9264,1500,0
1783818489,676679742,37.3,2.04,0x0,9264,1500,0
1783818494,717291301,37.3,2.08,0x0,9264,1500,0
1783818499,757790059,37.3,2.11,0x0,9264,1500,0
1783818504,798345386,38.4,2.06,0x0,9264,1500,0
1783818509,838798577,36.7,2.03,0x0,9264,1500,0
1783818514,879388536,36.7,2.06,0x0,9264,1500,0
1783818519,919814134,37.8,2.07,0x0,9264,1500,0
1783818524,960301461,37.3,2.05,0x0,9264,1500,0
1783818530,2140249,37.3,2.06,0x0,9264,1500,0
1783818535,42591124,38.4,2.07,0x0,9264,1500,0
1783818540,83071503,36.7,2.06,0x0,9264,1500,0
1783818545,123499236,36.7,2.06,0x0,9264,1500,0
1783818550,164017857,37.3,2.06,0x0,9264,1500,0
1783818555,204555848,36.7,2.23,0x0,9264,1500,0
1783818560,245134930,36.7,2.07,0x0,9264,1500,0
1783818565,285475788,37.3,2.04,0x0,9264,1500,0
1783818570,325846474,37.3,2.09,0x0,9264,1500,0
1783818575,366163545,37.3,2.04,0x0,9264,1500,0
1783818580,406535052,37.3,2.02,0x0,9264,1500,0
1783818585,446969070,37.8,2.04,0x0,9264,1500,0
1783818590,487355116,37.8,2.04,0x0,9264,1500,0
1783818595,527775854,38.9,2.05,0x0,9264,1500,0
1783818600,568394969,36.7,2.06,0x0,9264,1500,0
1783818605,608985165,37.3,2.05,0x0,9264,1500,0
1783818610,649666308,37.8,2.03,0x0,9264,1500,0
1783818615,690091272,36.7,2.06,0x0,9264,1500,0
1783818620,730405479,38.4,2.05,0x0,9264,1500,0
1783818625,770746502,37.3,2.25,0x0,9264,1500,0
1783818630,811286228,38.4,2.03,0x0,9264,1500,0
1783818635,851833935,37.3,2.05,0x0,9264,1500,0
1783818640,892411787,37.3,2.05,0x0,9264,1500,0
1783818645,932813045,37.3,2.06,0x0,9264,1500,0
1783818650,973184873,38.4,2.09,0x0,9264,1500,0
1783818656,13514640,37.8,2.05,0x0,9264,1500,0
1783818661,53803921,37.8,2.08,0x0,9264,1500,0
1783818666,94144989,38.4,2.06,0x0,9264,1500,0
1783818671,134564976,37.3,2.06,0x0,9264,1500,0
1783818676,174896620,38.9,2.07,0x0,9264,1500,0
1783818681,215238346,38.4,2.03,0x0,9264,1500,0
1783818686,255607487,38.4,2.41,0x0,9264,1500,0
1783818691,295947467,38.4,2.04,0x0,9264,1500,0
1783818696,336273027,37.3,2.06,0x0,9264,1500,0
1783818701,376738369,37.3,2.05,0x0,9264,1500,0
1783818706,417185547,38.4,2.06,0x0,9264,1500,0
1783818711,457569987,37.3,2.10,0x0,9264,1500,0
1783818716,498116058,38.4,2.04,0x0,9264,1500,0
1783818721,538408297,37.8,2.06,0x0,9264,1500,0
1783818726,578708258,36.7,2.06,0x0,9264,1500,0
1783818731,619023347,37.8,2.06,0x0,9264,1500,0
1783818736,659611118,35.6,2.06,0x0,9264,1500,0
1783818741,699888333,36.7,2.06,0x0,9264,1500,0
1783818746,740195506,37.3,2.05,0x0,9264,1500,0
1783818751,780639729,37.8,2.25,0x0,9264,1500,0
1783818756,821028021,37.8,2.93,0x0,9264,1500,0
1783818761,861550361,37.3,2.20,0x0,9264,1500,0
1783818766,901982028,38.9,2.02,0x0,9264,1500,0
1783818771,942311298,37.8,2.06,0x0,9264,1500,0
1783818776,982646949,37.8,2.04,0x0,9264,1500,0
1783818782,23002126,37.3,2.03,0x0,9264,1500,0
1783818787,63510829,36.7,2.07,0x0,9264,1500,0
1783818792,104049354,37.3,2.05,0x0,9264,1500,0
1783818797,144728311,38.4,2.02,0x0,9264,1500,0
1783818802,185208070,38.4,2.07,0x0,9264,1500,0
1783818807,225765834,37.3,2.05,0x0,9264,1500,0
1783818812,270177378,37.3,2.05,0x0,9264,1500,0
1783818817,310602372,38.4,2.05,0x0,9264,1500,0
1783818822,350893869,38.4,2.08,0x0,9264,1500,0
1783818827,391291589,36.7,2.05,0x0,9264,1500,0
1783818832,431759255,36.7,2.08,0x0,9264,1500,0
1783818837,472064551,36.7,2.05,0x0,9264,1500,0
1783818842,512375217,37.3,2.07,0x0,9264,1500,0
1783818847,552758696,38.4,2.04,0x0,9264,1500,0
1783818852,593192340,36.7,2.05,0x0,9264,1500,0
1783818857,633552574,37.3,2.06,0x0,9264,1500,0
1783818862,673929008,37.3,2.06,0x0,9264,1500,0
1783818867,718386807,36.7,2.06,0x0,9264,1500,0
1783818872,758936102,37.8,2.01,0x0,9264,1500,0
1783818877,799444910,37.8,2.05,0x0,9264,1500,0
1783818882,839924713,37.3,2.02,0x0,9264,1500,0
1783818887,880293083,37.3,2.07,0x0,9264,1500,0
1783818892,920725927,36.7,2.27,0x0,9264,1500,0
1783818897,961211374,37.8,2.98,0x0,9264,1500,0
1783818903,1816386,37.3,2.07,0x0,9264,1500,0
1783818908,42237278,37.8,2.05,0x0,9264,1500,0
1783818913,82903696,36.7,2.04,0x0,9264,1500,0
1783818918,127404715,36.7,2.06,0x0,9264,1500,0
1783818923,167949612,38.4,2.08,0x0,9264,1500,0
1783818928,208401497,37.8,2.05,0x0,9264,1500,0
1783818933,248777574,37.8,2.05,0x0,9264,1500,0
1783818938,289182286,37.3,2.06,0x0,9264,1500,0
1783818943,329712966,37.3,2.03,0x0,9264,1500,0
1783818948,370282408,37.3,2.04,0x0,9264,1500,0
1783818953,410730300,38.4,2.04,0x0,9264,1500,0
1783818958,451146009,37.3,2.05,0x0,9264,1500,0
1783818963,491515481,37.8,2.07,0x0,9264,1500,0
1783818968,531819417,37.3,2.10,0x0,9264,1500,0
1783818973,572201688,37.8,2.08,0x0,9264,1500,0
1783818978,612662793,37.3,2.07,0x0,9264,1500,0
1783818983,656896917,37.3,2.07,0x0,9264,1500,0
1783818988,801700495,37.3,2.07,0x0,9264,1500,0
1783818993,846110007,37.8,2.08,0x0,9264,1500,0
1783818998,886496704,38.4,2.10,0x0,9264,1500,0
1783819003,926979195,37.3,2.03,0x0,9264,1500,0
1783819008,967307739,36.7,2.06,0x0,9264,1500,0
1783819014,7631484,37.8,2.05,0x0,9264,1500,0
1783819019,47980041,36.7,2.03,0x0,9264,1500,0
1783819024,88433686,37.3,2.03,0x0,9264,1500,0
1783819029,128798160,38.4,2.03,0x0,9264,1500,0
1783819034,169253203,36.7,2.23,0x0,9264,1500,0
1783819039,209676481,36.7,2.07,0x0,9264,1500,0
1783819044,250176734,37.3,2.01,0x0,9264,1500,0
1783819049,290575982,37.3,2.06,0x0,9264,1500,0
1783819054,331170795,36.7,2.05,0x0,9264,1500,0
1783819059,371576454,37.3,2.08,0x0,9264,1500,0
1783819064,411869735,37.8,2.06,0x0,9264,1500,0
1783819069,452208730,37.8,2.04,0x0,9264,1500,0
1783819074,492488105,37.3,2.18,0x0,9264,1500,0
1783819079,532867378,36.7,2.05,0x0,9264,1500,0
1783819084,573312085,36.7,2.07,0x0,9264,1500,0
1783819089,613692542,36.7,2.07,0x0,9264,1500,0
1783819094,653973396,38.4,2.06,0x0,9264,1500,0
1783819099,694605219,38.4,2.06,0x0,9264,1500,0
1783819104,735167752,37.3,2.01,0x0,9264,1500,0
1783819109,775521127,37.3,2.07,0x0,9264,1500,0
1783819114,815896101,37.8,2.04,0x0,9264,1500,0
1783819119,856263894,37.3,2.06,0x0,9264,1500,0
1783819124,896525250,38.4,2.06,0x0,9264,1500,0
1783819129,954441309,38.4,2.05,0x0,9264,1500,0
1783819134,994927710,37.8,2.05,0x0,9264,1500,0
1783819140,35319264,38.4,2.03,0x0,9264,1500,0
1783819145,75663321,37.3,2.05,0x0,9264,1500,0
1783819150,116004419,37.3,2.07,0x0,9264,1500,0
1783819155,156299964,37.3,2.07,0x0,9264,1500,0
1783819160,196609438,37.8,2.06,0x0,9264,1500,0
1783819165,236914895,37.3,2.08,0x0,9264,1500,0
1783819170,277189281,37.3,2.03,0x0,9264,1500,0
1783819175,317553648,37.3,2.27,0x0,9264,1500,0
1783819180,357937572,37.3,2.06,0x0,9264,1500,0
1783819185,398277997,37.3,2.07,0x0,9264,1500,0
1783819190,438670459,36.7,2.08,0x0,9264,1500,0
1783819195,479030050,38.4,2.06,0x0,9264,1500,0
1783819200,519375548,37.3,2.06,0x0,9264,1500,0
1783819205,559740287,38.4,2.04,0x0,9264,1500,0
1783819210,600151005,37.3,2.09,0x0,9264,1500,0
1783819215,640396833,36.2,2.04,0x0,9264,1500,0
1783819220,680658956,37.8,2.03,0x0,9264,1500,0
1783819225,721151594,37.3,2.06,0x0,9264,1500,0
1783819230,761507286,37.3,2.08,0x0,9264,1500,0
1783819235,801849271,37.3,2.06,0x0,9264,1500,0
1783819240,842225179,37.3,2.03,0x0,9264,1500,0
1783819245,882520250,37.3,2.27,0x0,9264,1500,0
1783819250,923064890,36.7,2.06,0x0,9264,1500,0
1783819255,963555266,37.3,2.06,0x0,9264,1500,0
1783819261,3882880,38.4,2.06,0x0,9264,1500,0
1783819266,44041082,38.4,2.05,0x0,9264,1500,0
1783819271,84284557,37.8,2.04,0x0,9264,1500,0
1783819276,124522673,37.3,2.06,0x0,9264,1500,0
1783819281,164965784,36.7,2.05,0x0,9264,1500,0
1783819286,205338092,38.4,2.07,0x0,9264,1500,0
1783819291,245664838,37.3,2.07,0x0,9264,1500,0
1783819296,285825838,37.3,2.08,0x0,9264,1500,0
1783819301,326040923,36.7,2.06,0x0,9264,1500,0
1783819306,366293704,36.7,2.05,0x0,9264,1500,0
1783819311,406757069,36.7,2.05,0x0,9264,1500,0
1783819316,447142964,37.3,2.03,0x0,9264,1500,0
1783819321,487384777,38.9,2.06,0x0,9264,1500,0
1783819326,527520137,37.3,2.04,0x0,9264,1500,0
1783819331,567615044,36.7,2.05,0x0,9264,1500,0
1783819336,607876998,37.3,2.07,0x0,9264,1500,0
1783819341,648188756,37.8,2.07,0x0,9264,1500,0
1783819346,688457376,36.2,2.06,0x0,9264,1500,0
1783819351,728667116,38.4,2.02,0x0,9264,1500,0
1783819356,768864586,36.7,2.09,0x0,9264,1500,0
1783819361,809039564,37.3,2.05,0x0,9264,1500,0
1783819366,849159977,37.3,2.09,0x0,9264,1500,0
1783819371,889409970,36.7,2.21,0x0,9264,1500,0
1783819376,929704249,38.4,2.05,0x0,9264,1500,0
1783819381,969943387,38.4,2.06,0x0,9264,1500,0
1783819387,10178383,37.3,2.06,0x0,9264,1500,0
1783819392,50582645,38.9,2.05,0x0,9264,1500,0
1783819397,90806173,37.3,2.02,0x0,9264,1500,0
1783819402,131156355,37.8,2.04,0x0,9264,1500,0
1783819407,171376617,37.8,2.69,0x0,9264,1500,0
1783819412,211648885,37.3,2.05,0x0,9264,1500,0
1783819417,251830232,37.3,2.03,0x0,9264,1500,0
1783819422,292051492,37.3,2.07,0x0,9264,1500,0
1783819427,332361127,37.3,2.06,0x0,9264,1500,0
1783819432,372578971,37.3,2.08,0x0,9264,1500,0
1783819437,412873486,38.4,2.05,0x0,9264,1500,0
1783819442,453094560,38.9,2.03,0x0,9264,1500,0
1783819447,493280176,37.8,2.05,0x0,9264,1500,0
1783819452,533486259,38.4,2.04,0x0,9264,1500,0
1783819457,573791752,37.8,2.07,0x0,9264,1500,0
1783819462,614144174,37.3,2.05,0x0,9264,1500,0
1783819467,654312489,37.3,2.04,0x0,9264,1500,0
1783819472,694491270,38.4,2.05,0x0,9264,1500,0
1783819477,734728775,38.4,2.05,0x0,9264,1500,0
1783819482,775013580,37.3,2.06,0x0,9264,1500,0
1783819487,815383312,36.7,2.01,0x0,9264,1500,0
1783819492,855612676,37.8,2.07,0x0,9264,1500,0
1783819497,896104264,36.7,2.04,0x0,9264,1500,0
1783819502,936439187,36.7,2.06,0x0,9264,1500,0
1783819507,976780204,36.7,2.05,0x0,9264,1500,0
1783819513,17226352,37.3,2.27,0x0,9264,1500,0
1783819518,57593464,36.7,2.26,0x0,9264,1500,0
1783819523,98089984,38.4,2.02,0x0,9264,1500,0
1783819528,138269487,37.3,2.04,0x0,9264,1500,0
1783819533,178648528,37.3,2.07,0x0,9264,1500,0
1783819538,222950460,38.4,2.03,0x0,9264,1500,0
1783819543,267300411,37.3,2.07,0x0,9264,1500,0
1783819548,307821100,37.8,2.05,0x0,9264,1500,0
1783819553,348199603,37.3,2.07,0x0,9264,1500,0
1783819558,388440107,36.7,2.05,0x0,9264,1500,0
1783819563,428736814,37.3,2.06,0x0,9264,1500,0
1783819568,469034427,37.3,2.05,0x0,9264,1500,0
1783819573,509403262,37.3,2.06,0x0,9264,1500,0
1783819578,549675429,37.3,2.03,0x0,9264,1500,0
1783819583,590197298,37.8,2.04,0x0,9264,1500,0
1783819588,630578999,38.4,2.04,0x0,9264,1500,0
1783819593,670960957,37.3,2.06,0x0,9264,1500,0
1783819598,715411584,37.8,2.02,0x0,9264,1500,0
1783819603,755636539,37.3,2.05,0x0,9264,1500,0
1783819608,795978659,37.3,2.08,0x0,9264,1500,0
1783819613,836144981,37.3,2.05,0x0,9264,1500,0
1783819618,876380948,37.8,2.08,0x0,9264,1500,0
1783819623,916604747,36.7,2.04,0x0,9264,1500,0
1783819628,956991616,38.4,2.10,0x0,9264,1500,0
1783819633,997442704,36.7,2.09,0x0,9264,1500,0
1783819639,37860474,38.4,2.04,0x0,9264,1500,0
1783819644,78234427,37.3,2.05,0x0,9264,1500,0
1783819649,122599639,37.3,2.02,0x0,9264,1500,0
1783819654,162939733,36.7,2.06,0x0,9264,1500,0
1783819659,203386971,37.8,2.06,0x0,9264,1500,0
1783819664,243818761,37.3,2.03,0x0,9264,1500,0
1783819669,284043030,37.8,2.09,0x0,9264,1500,0
1783819674,324349831,38.4,2.02,0x0,9264,1500,0
1783819679,364549258,37.3,2.06,0x0,9264,1500,0
1783819684,405033828,37.8,2.03,0x0,9264,1500,0
1783819689,445252320,37.8,2.05,0x0,9264,1500,0
1783819694,485558011,37.3,2.06,0x0,9264,1500,0
1783819699,525811142,37.3,2.03,0x0,9264,1500,0
1783819704,566125101,37.3,2.06,0x0,9264,1500,0
1783819709,610319503,38.9,2.07,0x0,9264,1500,0
1783819714,753590591,37.3,2.28,0x0,9264,1500,0
1783819719,797915205,36.7,2.08,0x0,9264,1500,0
1783819724,838196625,38.4,2.04,0x0,9264,1500,0
1783819729,878409762,37.3,2.09,0x0,9264,1500,0
1783819734,918759875,36.7,2.07,0x0,9264,1500,0
1783819739,959180481,37.8,2.10,0x0,9264,1500,0
1783819744,999383916,36.7,2.03,0x0,9264,1500,0
1783819750,39619122,37.8,2.04,0x0,9264,1500,0
1783819755,79910859,37.8,2.04,0x0,9264,1500,0
1783819760,120211423,37.3,2.18,0x0,9264,1500,0
1783819765,160575961,38.9,2.06,0x0,9264,1500,0
1783819770,200895494,37.3,2.05,0x0,9264,1500,0
1783819775,241266168,38.4,2.04,0x0,9264,1500,0
1783819780,281564076,37.3,2.09,0x0,9264,1500,0
1783819785,321853569,38.4,2.06,0x0,9264,1500,0
1783819790,362102056,37.3,2.08,0x0,9264,1500,0
1783819795,402443536,37.3,2.26,0x0,9264,1500,0
1783819800,442685879,38.4,2.08,0x0,9264,1500,0
1783819805,483096325,36.7,2.05,0x0,9264,1500,0
1783819810,523385801,37.3,2.05,0x0,9264,1500,0
1783819815,563663399,37.3,2.04,0x0,9264,1500,0
1783819820,603971471,38.4,2.73,0x0,9264,1500,0
1783819825,644291109,37.3,2.07,0x0,9264,1500,0
1783819830,684521518,36.7,2.10,0x0,9264,1500,0
1783819835,724796048,37.3,2.05,0x0,9264,1500,0
1783819840,764999237,38.4,2.05,0x0,9264,1500,0
1783819845,805403676,37.3,2.03,0x0,9264,1500,0
1783819850,845690052,37.3,2.05,0x0,9264,1500,0
1783819855,885995549,38.4,2.05,0x0,9264,1500,0
1783819860,926274445,37.3,2.01,0x0,9264,1500,0
1783819865,966473981,37.3,2.04,0x0,9264,1500,0
1783819871,6837452,37.3,2.04,0x0,9264,1500,0
1783819876,47121248,36.7,2.08,0x0,9264,1500,0
1783819881,87546479,36.7,2.06,0x0,9264,1500,0
1783819886,127932831,37.3,2.09,0x0,9264,1500,0
1783819891,168239600,37.3,2.07,0x0,9264,1500,0
1783819896,208434620,38.4,2.08,0x0,9264,1500,0
1783819901,248687352,37.8,2.02,0x0,9264,1500,0
1783819906,288974779,36.7,2.05,0x0,9264,1500,0
1783819911,329227993,36.7,2.06,0x0,9264,1500,0
1783819916,369454975,37.3,2.04,0x0,9264,1500,0
1783819921,409699706,38.4,2.11,0x0,9264,1500,0
1783819926,449878966,37.3,2.06,0x0,9264,1500,0
1783819931,490146159,37.8,2.06,0x0,9264,1500,0
1783819936,530362621,35.6,2.04,0x0,9264,1500,0
1783819941,570754664,37.8,2.04,0x0,9264,1500,0
1783819946,611222475,37.8,2.06,0x0,9264,1500,0
1783819951,651529351,38.4,2.03,0x0,9264,1500,0
1783819956,691731550,36.7,2.05,0x0,9264,1500,0
1783819961,732036183,37.3,2.03,0x0,9264,1500,0
1783819966,772231751,37.3,2.27,0x0,9264,1500,0
1783819971,812492530,38.4,2.02,0x0,9264,1500,0
1783819976,852907132,38.4,2.09,0x0,9264,1500,0
1783819981,893310685,37.8,2.06,0x0,9264,1500,0
1783819986,933562155,37.8,2.09,0x0,9264,1500,0
1783819991,973917817,37.3,2.27,0x0,9264,1500,0
1783819997,14259913,38.4,2.04,0x0,9264,1500,0
1783820002,54527776,38.4,2.05,0x0,9264,1500,0
1783820007,94856609,38.4,2.05,0x0,9264,1500,0
1783820012,135103987,37.8,2.06,0x0,9264,1500,0
1783820017,175439854,37.8,2.06,0x0,9264,1500,0
1783820022,215653284,37.8,2.06,0x0,9264,1500,0
1783820027,255884055,37.3,2.04,0x0,9264,1500,0
1783820032,296145258,37.3,2.06,0x0,9264,1500,0
1783820037,336517005,38.4,2.05,0x0,9264,1500,0
1783820042,376742113,37.3,2.10,0x0,9264,1500,0
1783820047,417144373,37.3,2.06,0x0,9264,1500,0
1783820052,457440531,37.3,2.05,0x0,9264,1500,0
1783820057,497700325,36.7,2.07,0x0,9264,1500,0
1783820062,537996644,37.3,2.04,0x0,9264,1500,0
1783820067,578392136,36.2,2.02,0x0,9264,1500,0
1783820072,618749265,37.3,2.06,0x0,9264,1500,0
1783820077,659061381,37.8,2.07,0x0,9264,1500,0
1783820082,699448967,37.3,2.06,0x0,9264,1500,0
1783820087,739801560,38.4,2.04,0x0,9264,1500,0
1783820092,780127159,36.7,2.07,0x0,9264,1500,0
1783820097,820429264,37.8,2.04,0x0,9264,1500,0
1783820102,860700006,38.4,2.06,0x0,9264,1500,0
1783820107,901047401,37.3,2.03,0x0,9264,1500,0
1783820112,941386451,38.4,2.09,0x0,9264,1500,0
1783820117,981657674,38.4,2.30,0x0,9264,1500,0
1783820123,21888996,37.8,2.00,0x0,9264,1500,0
1783820128,62152749,38.4,2.03,0x0,9264,1500,0
1783820133,102446193,38.4,2.27,0x0,9264,1500,0
1783820138,142893680,37.3,2.04,0x0,9264,1500,0
1783820143,183354450,38.4,2.09,0x0,9264,1500,0
1783820148,223700912,37.8,2.13,0x0,9264,1500,0
1783820153,264086064,37.3,2.07,0x0,9264,1500,0
1783820158,304392000,37.8,2.04,0x0,9264,1500,0
1783820163,344646794,38.4,2.03,0x0,9264,1500,0
1783820168,384973481,37.3,2.06,0x0,9264,1500,0
1783820173,425454581,38.4,2.04,0x0,9264,1500,0
1783820178,465679595,37.3,2.06,0x0,9264,1500,0
1783820183,506078743,37.3,2.06,0x0,9264,1500,0
1783820188,546469581,37.8,2.03,0x0,9264,1500,0
1783820193,586821832,37.3,2.04,0x0,9264,1500,0
1783820198,627303792,37.8,2.05,0x0,9264,1500,0
1783820203,667602424,36.2,2.05,0x0,9264,1500,0
1783820208,707868821,38.9,2.07,0x0,9264,1500,0
1783820213,748114538,37.3,2.03,0x0,9264,1500,0
1783820218,788494370,37.3,2.08,0x0,9264,1500,0
1783820223,828941448,37.3,2.03,0x0,9264,1500,0
1783820228,869214234,37.8,2.12,0x0,9264,1500,0
1783820233,909629970,37.3,2.06,0x0,9264,1500,0
1783820238,949868619,37.3,2.04,0x0,9264,1500,0
1783820243,990210364,37.3,2.04,0x0,9264,1500,0
1783820249,30529892,36.7,2.03,0x0,9264,1500,0
1783820254,70817832,37.3,2.05,0x0,9264,1500,0
1783820259,111248295,36.7,2.05,0x0,9264,1500,0
1783820264,151537726,36.7,2.04,0x0,9264,1500,0
1783820269,191966087,36.7,2.05,0x0,9264,1500,0
1783820274,232255860,36.7,2.03,0x0,9264,1500,0
1783820279,272511638,38.4,2.16,0x0,9264,1500,0
1783820284,312872031,36.7,2.03,0x0,9264,1500,0
1783820289,353300465,38.4,2.07,0x0,9264,1500,0
1783820294,393706774,37.3,2.05,0x0,9264,1500,0
1783820299,433996476,37.3,2.06,0x0,9264,1500,0
1783820304,474295238,37.3,2.07,0x0,9264,1500,0
1783820309,514622949,36.7,2.03,0x0,9264,1500,0
1783820314,554928404,38.9,2.05,0x0,9264,1500,0
1783820319,595352845,36.7,2.07,0x0,9264,1500,0
1783820324,635555735,36.7,2.04,0x0,9264,1500,0
1783820329,675754388,38.4,2.28,0x0,9264,1500,0
1783820334,715962120,37.3,2.05,0x0,9264,1500,0
1783820339,756183448,37.8,2.04,0x0,9264,1500,0
1783820344,796509260,38.4,2.05,0x0,9264,1500,0
1783820349,836866058,38.4,2.04,0x0,9264,1500,0
1783820354,877180120,37.3,2.09,0x0,9264,1500,0
1783820359,917675166,37.3,2.06,0x0,9264,1500,0
1783820364,957963568,37.3,2.10,0x0,9264,1500,0
1783820369,998163530,37.3,2.04,0x0,9264,1500,0
1783820375,38502180,37.8,2.03,0x0,9264,1500,0
1783820380,78781464,37.3,2.05,0x0,9264,1500,0
1783820385,119103992,37.3,2.09,0x0,9264,1500,0
1783820390,159441005,37.3,2.02,0x0,9264,1500,0
1783820395,199777725,37.8,2.09,0x0,9264,1500,0
1783820400,240098467,38.4,2.05,0x0,9264,1500,0
1783820405,280428990,36.7,2.65,0x0,9264,1500,0
1783820410,320680166,37.3,2.06,0x0,9264,1500,0
1783820415,360948974,38.4,2.06,0x0,9264,1500,0
1783820420,401402785,37.3,2.10,0x0,9264,1500,0
1783820425,441838321,37.8,2.01,0x0,9264,1500,0
1783820430,482087825,37.8,2.03,0x0,9264,1500,0
1783820435,522376091,37.8,2.04,0x0,9264,1500,0
1783820440,562810304,38.4,2.06,0x0,9264,1500,0
1783820445,603243279,38.4,2.05,0x0,9264,1500,0
1783820450,643626184,37.8,2.04,0x0,9264,1500,0
1783820455,683951222,38.4,2.75,0x0,9264,1500,0
1783820460,724275226,38.4,2.03,0x0,9264,1500,0
1783820465,764554751,37.8,2.08,0x0,9264,1500,0
1783820470,804834162,37.3,2.06,0x0,9264,1500,0
1783820475,845212932,36.2,2.03,0x0,9264,1500,0
1783820480,885596863,37.3,2.30,0x0,9264,1500,0
1783820485,925911374,36.7,2.02,0x0,9264,1500,0
1783820490,966295521,38.4,2.01,0x0,9264,1500,0
1783820496,6549382,38.4,2.05,0x0,9264,1500,0
1783820501,46843737,37.8,2.03,0x0,9264,1500,0
1783820506,87184846,37.8,2.05,0x0,9264,1500,0
1783820511,127473324,37.3,2.03,0x0,9264,1500,0
1783820516,167748136,36.7,2.05,0x0,9264,1500,0
1783820521,208026802,37.3,2.05,0x0,9264,1500,0
1783820526,248234620,36.7,2.25,0x0,9264,1500,0
1783820531,288593279,37.3,2.04,0x0,9264,1500,0
1783820536,328942021,37.8,2.03,0x0,9264,1500,0
1783820541,369344755,37.3,2.06,0x0,9264,1500,0
1783820546,409850410,37.3,2.07,0x0,9264,1500,0
1783820551,450255098,37.3,2.07,0x0,9264,1500,0
1783820556,494568956,37.3,2.04,0x0,9264,1500,0
1783820561,539048777,37.8,2.04,0x0,9264,1500,0
1783820566,579554948,36.7,2.08,0x0,9264,1500,0
1783820571,620085383,37.8,2.05,0x0,9264,1500,0
1783820576,660529899,37.8,2.04,0x0,9264,1500,0
1783820581,700957775,36.7,2.03,0x0,9264,1500,0
1783820586,741346994,36.7,2.08,0x0,9264,1500,0
1783820591,781823781,38.9,2.06,0x0,9264,1500,0
1783820596,822182601,37.3,2.11,0x0,9264,1500,0
1783820601,862541234,36.7,2.02,0x0,9264,1500,0
1783820606,902981884,37.8,2.05,0x0,9264,1500,0
1783820611,943447461,37.3,2.04,0x0,9264,1500,0
1783820616,987970266,38.4,2.06,0x0,9264,1500,0
1783820622,28388720,37.3,2.04,0x0,9264,1500,0
1783820627,68858737,37.3,2.05,0x0,9264,1500,0
1783820632,109297632,37.3,2.08,0x0,9264,1500,0
1783820637,149711204,37.3,2.07,0x0,9264,1500,0
1783820642,190119084,37.3,2.04,0x0,9264,1500,0
1783820647,230412200,38.9,2.05,0x0,9264,1500,0
1783820652,270829516,37.3,2.09,0x0,9264,1500,0
1783820657,311364571,37.3,2.05,0x0,9264,1500,0
1783820662,351820625,37.3,2.11,0x0,9264,1500,0
1783820667,392120663,37.3,2.27,0x0,9264,1500,0
1783820672,432447278,37.3,2.06,0x0,9264,1500,0
1783820677,476845084,37.3,2.10,0x0,9264,1500,0
1783820682,521355155,38.4,2.07,0x0,9264,1500,0
1783820687,561780066,37.3,2.04,0x0,9264,1500,0
1783820692,602186117,37.3,2.07,0x0,9264,1500,0
1783820697,642472401,37.3,2.07,0x0,9264,1500,0
1783820702,682955234,38.9,2.08,0x0,9264,1500,0
1783820707,723414989,37.3,2.06,0x0,9264,1500,0
1783820712,763882963,37.3,2.03,0x0,9264,1500,0
1783820717,804264306,37.3,2.05,0x0,9264,1500,0
1783820722,844571315,36.7,2.03,0x0,9264,1500,0
1783820727,885070882,37.3,2.08,0x0,9264,1500,0
1783820733,25668868,38.4,2.08,0x0,9264,1500,0
1783820738,66153142,37.8,2.08,0x0,9264,1500,0
1783820743,206631703,36.7,2.06,0x0,9264,1500,0
1783820748,246952228,36.7,2.01,0x0,9264,1500,0
1783820753,387549500,37.3,2.05,0x0,9264,1500,0
1783820758,427849596,38.4,2.04,0x0,9264,1500,0
1783820763,568403937,37.8,2.03,0x0,9264,1500,0
1783820768,608715388,37.3,2.06,0x0,9264,1500,0
1783820773,648974668,37.3,2.07,0x0,9264,1500,0
1783820778,693334665,37.3,2.09,0x0,9264,1500,0
1783820783,733621755,37.8,2.07,0x0,9264,1500,0
1783820788,773919714,37.3,2.07,0x0,9264,1500,0
1783820793,814189729,36.7,2.05,0x0,9264,1500,0
1783820798,854509024,36.7,2.03,0x0,9264,1500,0
1783820803,894822841,37.8,2.06,0x0,9264,1500,0
1783820808,935190310,37.8,2.03,0x0,9264,1500,0
