Seconds,Nanoseconds,Temp_C,Power_W,Throttled_Hex,RSS_KB,CPU_MHz,Reconnect_Count
1783837065,816358450,37.3,2.10,0x0,9296,1500,0
1783837070,856596877,37.3,2.03,0x0,9296,1500,0
1783837075,896914892,38.4,2.08,0x0,9296,1500,0
1783837080,941143227,38.4,2.02,0x0,9296,1500,0
1783837085,981373344,37.3,2.06,0x0,9296,1500,0
1783837091,21778476,37.3,2.02,0x0,9296,1500,0
1783837096,62048531,37.3,2.31,0x0,9296,1500,0
1783837101,102360418,37.8,2.05,0x0,9296,1500,0
1783837106,142727784,37.3,2.06,0x0,9296,1500,0
1783837111,183041835,37.3,2.06,0x0,9296,1500,0
1783837116,223459274,37.3,2.04,0x0,9296,1500,0
1783837121,263811138,37.3,2.04,0x0,9296,1500,0
1783837126,304097041,37.3,2.04,0x0,9296,1500,0
1783837131,344419889,36.2,2.05,0x0,9296,1500,0
1783837136,384773498,37.8,2.06,0x0,9296,1500,0
1783837141,425041924,37.3,2.04,0x0,9296,1500,0
1783837146,465248742,37.3,2.11,0x0,9296,1500,0
1783837151,505585137,36.7,2.08,0x0,9296,1500,0
1783837156,545903110,37.8,2.08,0x0,9296,1500,0
1783837161,586265346,37.8,2.02,0x0,9296,1500,0
1783837166,630612596,37.3,2.05,0x0,9296,1500,0
1783837171,775352577,36.7,2.05,0x0,9296,1500,0
1783837176,819767837,37.8,2.01,0x0,9296,1500,0
1783837181,864033455,37.3,2.06,0x0,9296,1500,0
1783837186,904388515,37.3,2.25,0x0,9296,1500,0
1783837191,944674860,37.3,2.04,0x0,9296,1500,0
1783837196,985089639,36.7,2.07,0x0,9296,1500,0
1783837202,25575740,38.9,2.06,0x0,9296,1500,0
1783837207,65836129,37.8,2.07,0x0,9296,1500,0
1783837212,106074137,38.9,2.05,0x0,9296,1500,0
1783837217,146330414,38.4,2.02,0x0,9296,1500,0
1783837222,186591072,37.8,2.05,0x0,9296,1500,0
1783837227,226955962,37.3,2.06,0x0,9296,1500,0
1783837232,267399252,36.7,2.07,0x0,9296,1500,0
1783837237,307916330,37.8,2.07,0x0,9296,1500,0
1783837242,348333717,38.9,2.07,0x0,9296,1500,0
1783837247,388798468,37.8,2.20,0x0,9296,1500,0
1783837252,429256620,37.3,2.03,0x0,9296,1500,0
1783837257,469605304,37.3,2.09,0x0,9296,1500,0
1783837262,510046316,37.8,2.03,0x0,9296,1500,0
1783837267,550375268,38.4,2.07,0x0,9296,1500,0
1783837272,590666124,37.8,2.07,0x0,9296,1500,0
1783837277,631220234,37.3,2.03,0x0,9296,1500,0
1783837282,671527990,37.8,2.05,0x0,9296,1500,0
1783837287,711868057,36.7,2.11,0x0,9296,1500,0
1783837292,752096473,38.9,2.05,0x0,9296,1500,0
1783837297,792517498,37.3,2.08,0x0,9296,1500,0
1783837302,832773985,37.3,2.05,0x0,9296,1500,0
1783837307,873030322,38.9,2.08,0x0,9296,1500,0
1783837312,913285028,38.4,2.22,0x0,9296,1500,0
1783837317,953646011,37.3,2.08,0x0,9296,1500,0
1783837322,993913419,37.3,2.04,0x0,9296,1500,0
1783837328,34201217,36.7,2.02,0x0,9296,1500,0
1783837333,74499125,38.4,2.05,0x0,9296,1500,0
1783837338,114779368,37.3,2.04,0x0,9296,1500,0
1783837343,155089260,37.3,2.03,0x0,9296,1500,0
1783837348,195409265,37.8,2.03,0x0,9296,1500,0
1783837353,235637568,37.3,2.03,0x0,9296,1500,0
1783837358,275922391,37.8,2.09,0x0,9296,1500,0
1783837363,316177550,37.3,2.03,0x0,9296,1500,0
1783837368,356330879,37.3,2.04,0x0,9296,1500,0
1783837373,396510341,36.7,2.03,0x0,9296,1500,0
1783837378,436770195,37.3,2.05,0x0,9296,1500,0
1783837383,477048886,38.9,2.28,0x0,9296,1500,0
1783837388,517380803,36.7,2.31,0x0,9296,1500,0
1783837393,557931724,37.3,2.02,0x0,9296,1500,0
1783837398,598413205,37.3,2.05,0x0,9296,1500,0
1783837403,638933210,38.9,2.04,0x0,9296,1500,0
1783837408,679282239,38.4,2.08,0x0,9296,1500,0
1783837413,719662571,36.7,2.05,0x0,9296,1500,0
1783837418,760060389,36.7,2.07,0x0,9296,1500,0
1783837423,800381659,38.4,2.08,0x0,9296,1500,0
1783837428,840675398,37.3,2.03,0x0,9296,1500,0
1783837433,881074718,38.4,2.05,0x0,9296,1500,0
1783837438,921568471,36.7,2.02,0x0,9296,1500,0
1783837443,961774159,38.4,2.03,0x0,9296,1500,0
1783837449,2069483,37.3,2.05,0x0,9296,1500,0
1783837454,42286926,36.7,2.24,0x0,9296,1500,0
1783837459,82597323,36.7,2.05,0x0,9296,1500,0
1783837464,122895191,37.3,2.05,0x0,9296,1500,0
1783837469,163197493,37.3,2.03,0x0,9296,1500,0
1783837474,203663582,37.8,2.07,0x0,9296,1500,0
1783837479,243942608,38.4,2.03,0x0,9296,1500,0
1783837484,284302938,36.7,2.08,0x0,9296,1500,0
1783837489,324635779,37.3,2.03,0x0,9296,1500,0
1783837494,364858279,37.3,2.04,0x0,9296,1500,0
1783837499,405213585,36.7,2.05,0x0,9296,1500,0
1783837504,445533717,38.4,2.02,0x0,9296,1500,0
1783837509,485826342,37.8,2.56,0x0,9296,1500,0
1783837514,526261014,37.3,2.04,0x0,9296,1500,0
1783837519,566620588,36.7,2.04,0x0,9296,1500,0
1783837524,606875414,38.9,2.07,0x0,9296,1500,0
1783837529,647215844,37.3,2.05,0x0,9296,1500,0
1783837534,687746990,38.4,2.05,0x0,9296,1500,0
1783837539,728218019,36.7,2.04,0x0,9296,1500,0
1783837544,768484691,37.8,2.09,0x0,9296,1500,0
1783837549,808922097,38.9,2.03,0x0,9296,1500,0
1783837554,849313332,37.3,2.09,0x0,9296,1500,0
1783837559,889725488,36.7,2.04,0x0,9296,1500,0
1783837564,930203787,38.4,2.05,0x0,9296,1500,0
1783837569,970546989,36.7,2.06,0x0,9296,1500,0
1783837575,11056019,38.9,2.04,0x0,9296,1500,0
1783837580,51649527,37.3,2.04,0x0,9296,1500,0
1783837585,92033680,37.3,2.05,0x0,9296,1500,0
1783837590,132336532,36.7,2.02,0x0,9296,1500,0
1783837595,172789363,36.7,2.03,0x0,9296,1500,0
1783837600,213165949,37.3,2.03,0x0,9296,1500,0
1783837605,253419755,38.4,2.07,0x0,9296,1500,0
1783837610,293712707,36.7,2.05,0x0,9296,1500,0
1783837615,333910156,36.7,2.07,0x0,9296,1500,0
1783837620,374117843,36.7,2.08,0x0,9296,1500,0
1783837625,414425602,36.7,2.06,0x0,9296,1500,0
1783837630,454809933,36.7,2.08,0x0,9296,1500,0
1783837635,495135540,37.8,2.06,0x0,9296,1500,0
1783837640,535468331,36.7,2.04,0x0,9296,1500,0
1783837645,575732065,38.4,2.10,0x0,9296,1500,0
1783837650,615972149,37.8,2.22,0x0,9296,1500,0
1783837655,656254844,36.7,2.02,0x0,9296,1500,0
1783837660,696619111,38.4,2.09,0x0,9296,1500,0
1783837665,736916230,37.8,2.02,0x0,9296,1500,0
1783837670,777229034,38.4,2.07,0x0,9296,1500,0
1783837675,817715948,38.4,2.05,0x0,9296,1500,0
1783837680,857940103,37.8,2.02,0x0,9296,1500,0
1783837685,898189851,37.3,2.06,0x0,9296,1500,0
1783837690,938386637,37.8,2.03,0x0,9296,1500,0
1783837695,978640348,37.3,2.07,0x0,9296,1500,0
1783837701,18996190,37.8,2.04,0x0,9296,1500,0
1783837706,59250107,37.8,2.05,0x0,9296,1500,0
1783837711,99565617,37.8,2.04,0x0,9296,1500,0
1783837716,139717741,36.7,2.03,0x0,9296,1500,0
1783837721,180042938,36.7,2.07,0x0,9296,1500,0
1783837726,220303934,38.4,2.03,0x0,9296,1500,0
1783837731,260697154,37.3,2.04,0x0,9296,1500,0
1783837736,300959413,37.8,2.05,0x0,9296,1500,0
1783837741,341279266,37.8,2.04,0x0,9296,1500,0
1783837746,381613436,37.3,2.09,0x0,9296,1500,0
1783837751,421981034,37.3,2.04,0x0,9296,1500,0
1783837756,462345394,37.3,2.09,0x0,9296,1500,0
1783837761,502756387,36.7,2.05,0x0,9296,1500,0
1783837766,543134659,37.3,2.06,0x0,9296,1500,0
1783837771,583521176,36.7,2.07,0x0,9296,1500,0
1783837776,623835214,36.7,2.05,0x0,9296,1500,0
1783837781,664102441,37.3,2.07,0x0,9296,1500,0
1783837786,704454060,37.3,2.05,0x0,9296,1500,0
1783837791,744762979,37.3,2.01,0x0,9296,1500,0
1783837796,785014809,36.7,2.08,0x0,9296,1500,0
1783837801,825280254,37.8,2.05,0x0,9296,1500,0
1783837806,865481667,37.3,2.06,0x0,9296,1500,0
1783837811,905711398,36.7,2.05,0x0,9296,1500,0
1783837816,945905152,37.3,2.06,0x0,9296,1500,0
1783837821,986182040,37.3,2.03,0x0,9296,1500,0
1783837827,26407729,36.7,2.03,0x0,9296,1500,0
1783837832,66635292,37.3,2.06,0x0,9296,1500,0
1783837837,106875120,37.8,2.04,0x0,9296,1500,0
1783837842,147129138,37.8,2.05,0x0,9296,1500,0
1783837847,187414291,37.3,2.22,0x0,9296,1500,0
1783837852,227693005,36.2,2.04,0x0,9296,1500,0
1783837857,268041205,38.4,2.09,0x0,9296,1500,0
1783837862,308522373,37.3,2.08,0x0,9296,1500,0
1783837867,348843751,38.4,2.07,0x0,9296,1500,0
1783837872,389229967,38.4,2.08,0x0,9296,1500,0
1783837877,429653171,37.3,2.03,0x0,9296,1500,0
1783837882,469936493,37.3,2.04,0x0,9296,1500,0
1783837887,510260561,37.3,2.05,0x0,9296,1500,0
1783837892,550486506,36.7,2.05,0x0,9296,1500,0
1783837897,590759476,38.4,2.02,0x0,9296,1500,0
1783837902,631078638,36.2,2.02,0x0,9296,1500,0
1783837907,671483676,37.8,2.05,0x0,9296,1500,0
1783837912,711865258,36.7,2.03,0x0,9296,1500,0
1783837917,752143421,37.3,2.02,0x0,9296,1500,0
1783837922,792609665,37.3,2.06,0x0,9296,1500,0
1783837927,832952934,36.7,2.07,0x0,9296,1500,0
1783837932,873136507,37.3,2.07,0x0,9296,1500,0
1783837937,913410736,37.3,2.09,0x0,9296,1500,0
1783837942,957803589,37.8,2.07,0x0,9296,1500,0
1783837948,2129634,37.3,2.06,0x0,9296,1500,0
1783837953,42421867,37.3,2.07,0x0,9296,1500,0
1783837958,82953143,36.7,2.08,0x0,9296,1500,0
1783837963,123358484,36.7,2.06,0x0,9296,1500,0
1783837968,163724073,37.3,2.08,0x0,9296,1500,0
1783837973,204191299,36.7,2.03,0x0,9296,1500,0
1783837978,244437460,36.7,2.06,0x0,9296,1500,0
1783837983,284795425,37.3,2.39,0x0,9296,1500,0
1783837988,325320769,37.3,2.23,0x0,9296,1500,0
1783837993,365793288,38.9,2.05,0x0,9296,1500,0
1783837998,406322333,37.3,2.05,0x0,9296,1500,0
1783838003,446874869,36.7,2.10,0x0,9296,1500,0
1783838008,487293728,37.8,2.02,0x0,9296,1500,0
1783838013,527790967,38.4,2.03,0x0,9296,1500,0
1783838018,568239011,36.7,2.04,0x0,9296,1500,0
1783838023,608556064,37.8,2.06,0x0,9296,1500,0
1783838028,652872318,37.3,2.03,0x0,9296,1500,0
1783838033,693275685,37.3,2.06,0x0,9296,1500,0
1783838038,733531803,37.3,2.08,0x0,9296,1500,0
1783838043,773878542,37.3,2.06,0x0,9296,1500,0
1783838048,814241789,37.3,2.03,0x0,9296,1500,0
1783838053,854559250,37.3,2.05,0x0,9296,1500,0
1783838058,894905925,38.4,2.05,0x0,9296,1500,0
1783838063,935526423,38.4,2.04,0x0,9296,1500,0
1783838068,975816635,36.7,2.06,0x0,9296,1500,0
1783838074,16216024,37.8,2.28,0x0,9296,1500,0
1783838079,56669793,37.3,2.05,0x0,9296,1500,0
1783838084,97103387,37.3,2.08,0x0,9296,1500,0
1783838089,137503566,37.3,2.06,0x0,9296,1500,0
1783838094,177752569,37.3,2.10,0x0,9296,1500,0
1783838099,218079232,37.8,2.05,0x0,9296,1500,0
1783838104,258380811,38.4,2.72,0x0,9296,1500,0
1783838109,299959342,37.8,2.05,0x0,9296,1500,0
1783838114,344395208,36.7,2.04,0x0,9296,1500,0
1783838119,487438785,36.7,2.02,0x0,9296,1500,0
1783838124,531795561,38.4,2.04,0x0,9296,1500,0
1783838129,572175379,37.3,2.25,0x0,9296,1500,0
1783838134,612475541,37.3,2.05,0x0,9296,1500,0
1783838139,652783381,37.8,2.97,0x0,9296,1500,0
1783838144,793800666,36.7,2.01,0x0,9296,1500,0
1783838149,834202917,37.3,2.04,0x0,9296,1500,0
1783838154,874557808,38.4,2.05,0x0,9296,1500,0
1783838159,915039396,36.7,2.08,0x0,9296,1500,0
1783838164,955417069,38.9,2.05,0x0,9296,1500,0
1783838169,995818920,37.3,2.14,0x0,9296,1500,0
1783838175,36245856,37.3,2.04,0x0,9296,1500,0
1783838180,76674100,36.7,2.30,0x0,9296,1500,0
1783838185,117013357,37.8,2.03,0x0,9296,1500,0
1783838190,157203773,37.3,2.08,0x0,9296,1500,0
1783838195,197416498,37.3,2.05,0x0,9296,1500,0
1783838200,237703178,36.7,2.03,0x0,9296,1500,0
1783838205,277964389,38.4,2.02,0x0,9296,1500,0
1783838210,318240389,36.7,2.05,0x0,9296,1500,0
1783838215,358786641,37.3,2.21,0x0,9296,1500,0
1783838220,399099296,38.4,2.05,0x0,9296,1500,0
1783838225,439499350,38.9,2.08,0x0,9296,1500,0
1783838230,479792047,36.7,2.05,0x0,9296,1500,0
1783838235,520011053,37.8,2.06,0x0,9296,1500,0
1783838240,560453200,38.4,2.06,0x0,9296,1500,0
1783838245,600846840,37.8,2.02,0x0,9296,1500,0
1783838250,641213734,36.7,2.08,0x0,9296,1500,0
1783838255,681568734,36.7,2.45,0x0,9296,1500,0
1783838260,721935542,37.8,2.06,0x0,9296,1500,0
1783838265,762262844,38.4,2.05,0x0,9296,1500,0
1783838270,802557899,37.3,2.09,0x0,9296,1500,0
1783838275,843015838,38.4,2.04,0x0,9296,1500,0
1783838280,883357067,38.4,2.04,0x0,9296,1500,0
1783838285,923712957,38.4,2.05,0x0,9296,1500,0
1783838290,964127156,37.3,2.06,0x0,9296,1500,0
1783838296,4551868,37.3,2.06,0x0,9296,1500,0
1783838301,45029778,37.8,2.03,0x0,9296,1500,0
1783838306,85404053,38.4,2.05,0x0,9296,1500,0
1783838311,125817860,37.8,2.09,0x0,9296,1500,0
1783838316,166114365,38.4,2.08,0x0,9296,1500,0
1783838321,206594717,37.3,2.04,0x0,9296,1500,0
1783838326,247147951,36.7,2.05,0x0,9296,1500,0
1783838331,287592514,37.3,2.07,0x0,9296,1500,0
1783838336,328264627,38.9,2.05,0x0,9296,1500,0
1783838341,368674180,38.4,2.06,0x0,9296,1500,0
1783838346,409164061,37.3,2.07,0x0,9296,1500,0
1783838351,449529086,37.3,2.10,0x0,9296,1500,0
1783838356,489859161,37.3,2.26,0x0,9296,1500,0
1783838361,530300028,37.3,2.09,0x0,9296,1500,0
1783838366,570682963,37.3,2.06,0x0,9296,1500,0
1783838371,611086005,37.3,2.07,0x0,9296,1500,0
1783838376,651461894,37.8,2.03,0x0,9296,1500,0
1783838381,691731872,37.3,2.05,0x0,9296,1500,0
1783838386,732026178,37.3,2.07,0x0,9296,1500,0
1783838391,772322850,37.3,2.06,0x0,9296,1500,0
1783838396,812689424,36.7,2.05,0x0,9296,1500,0
1783838401,853117734,36.7,2.03,0x0,9296,1500,0
1783838406,893631243,38.4,2.11,0x0,9296,1500,0
1783838411,933956730,38.4,2.25,0x0,9296,1500,0
1783838416,974273768,38.4,2.07,0x0,9296,1500,0
1783838422,14742227,36.7,2.02,0x0,9296,1500,0
1783838427,55271497,38.4,2.04,0x0,9296,1500,0
1783838432,95610892,38.4,2.05,0x0,9296,1500,0
1783838437,136003301,37.8,2.03,0x0,9296,1500,0
1783838442,176372503,36.7,2.06,0x0,9296,1500,0
1783838447,216703719,37.8,2.04,0x0,9296,1500,0
1783838452,257120357,37.3,2.05,0x0,9296,1500,0
1783838457,297513435,38.4,2.02,0x0,9296,1500,0
1783838462,337819602,37.3,2.04,0x0,9296,1500,0
1783838467,378151209,37.3,2.06,0x0,9296,1500,0
1783838472,418547331,38.4,2.03,0x0,9296,1500,0
1783838477,459164763,38.4,2.06,0x0,9296,1500,0
1783838482,499463951,38.4,2.05,0x0,9296,1500,0
1783838487,539818950,37.3,2.02,0x0,9296,1500,0
1783838492,580054483,38.4,2.07,0x0,9296,1500,0
1783838497,620408733,37.3,2.09,0x0,9296,1500,0
1783838502,660819387,38.4,2.05,0x0,9296,1500,0
1783838507,701334075,38.4,2.06,0x0,9296,1500,0
1783838512,741822684,36.7,2.03,0x0,9296,1500,0
1783838517,782008125,38.4,2.06,0x0,9296,1500,0
1783838522,822257561,37.8,2.03,0x0,9296,1500,0
1783838527,862518420,37.3,2.08,0x0,9296,1500,0
1783838532,902831683,38.9,2.03,0x0,9296,1500,0
1783838537,943036535,37.3,2.02,0x0,9296,1500,0
1783838542,983349198,38.4,2.07,0x0,9296,1500,0
1783838548,23630191,38.4,2.06,0x0,9296,1500,0
1783838553,63874625,37.8,2.25,0x0,9296,1500,0
1783838558,104136223,37.3,2.06,0x0,9296,1500,0
1783838563,144366576,37.8,2.04,0x0,9296,1500,0
1783838568,184494816,37.3,2.05,0x0,9296,1500,0
1783838573,224776866,37.3,2.06,0x0,9296,1500,0
1783838578,264965451,37.3,2.03,0x0,9296,1500,0
1783838583,305174477,37.3,2.10,0x0,9296,1500,0
1783838588,345486962,37.3,2.24,0x0,9296,1500,0
1783838593,385848037,36.7,2.04,0x0,9296,1500,0
1783838598,426167053,37.8,2.03,0x0,9296,1500,0
1783838603,466524566,38.4,2.27,0x0,9296,1500,0
1783838608,506893669,38.9,2.03,0x0,9296,1500,0
1783838613,547167546,37.3,2.03,0x0,9296,1500,0
1783838618,587525439,38.4,2.05,0x0,9296,1500,0
1783838623,627810607,37.3,2.04,0x0,9296,1500,0
1783838628,668098087,37.3,2.72,0x0,9296,1500,0
1783838633,708602545,38.4,2.06,0x0,9296,1500,0
1783838638,748922889,38.4,2.05,0x0,9296,1500,0
1783838643,789436045,37.3,2.04,0x0,9296,1500,0
1783838648,829693273,37.3,2.02,0x0,9296,1500,0
1783838653,869880702,37.3,2.05,0x0,9296,1500,0
1783838658,910223812,37.3,2.06,0x0,9296,1500,0
1783838663,950431866,36.7,2.02,0x0,9296,1500,0
1783838668,990730471,37.3,2.05,0x0,9296,1500,0
1783838674,31012259,37.8,2.07,0x0,9296,1500,0
1783838679,71385045,38.4,2.06,0x0,9296,1500,0
1783838684,111666994,38.4,2.07,0x0,9296,1500,0
1783838689,152041571,36.7,2.05,0x0,9296,1500,0
1783838694,192469274,36.7,2.06,0x0,9296,1500,0
1783838699,232759086,37.3,2.06,0x0,9296,1500,0
1783838704,273324247,37.3,2.06,0x0,9296,1500,0
1783838709,313810831,37.8,2.09,0x0,9296,1500,0
1783838714,354094321,38.9,2.07,0x0,9296,1500,0
1783838719,394641049,37.3,2.04,0x0,9296,1500,0
1783838724,435039904,37.8,2.06,0x0,9296,1500,0
1783838729,475341183,37.3,2.08,0x0,9296,1500,0
1783838734,515651737,36.7,2.08,0x0,9296,1500,0
1783838739,555854919,36.7,2.05,0x0,9296,1500,0
1783838744,596246710,37.8,2.08,0x0,9296,1500,0
1783838749,636530220,37.3,2.24,0x0,9296,1500,0
1783838754,676952339,38.4,2.06,0x0,9296,1500,0
1783838759,717341122,38.4,2.07,0x0,9296,1500,0
1783838764,757623367,36.7,2.17,0x0,9296,1500,0
1783838769,797989646,37.3,2.08,0x0,9296,1500,0
1783838774,838248978,36.7,2.04,0x0,9296,1500,0
1783838779,878763827,37.8,2.08,0x0,9296,1500,0
1783838784,919010914,37.3,2.04,0x0,9296,1500,0
1783838789,959475925,38.4,2.05,0x0,9296,1500,0
1783838794,999796434,37.3,2.07,0x0,9296,1500,0
1783838800,44079132,37.3,2.03,0x0,9296,1500,0
1783838805,88480327,37.8,2.02,0x0,9296,1500,0
1783838810,128862478,37.3,2.04,0x0,9296,1500,0
1783838815,169324645,38.4,2.03,0x0,9296,1500,0
1783838820,209820884,37.8,2.06,0x0,9296,1500,0
1783838825,250211973,37.3,2.03,0x0,9296,1500,0
1783838830,290502709,37.8,2.06,0x0,9296,1500,0
1783838835,330956220,37.8,2.03,0x0,9296,1500,0
1783838840,371444470,37.8,2.05,0x0,9296,1500,0
1783838845,411898885,37.3,2.03,0x0,9296,1500,0
1783838850,452177817,36.7,2.01,0x0,9296,1500,0
1783838855,492539765,37.3,2.05,0x0,9296,1500,0
1783838860,532893545,37.3,2.00,0x0,9296,1500,0
1783838865,573194267,38.4,2.06,0x0,9296,1500,0
1783838870,613547877,36.7,2.12,0x0,9296,1500,0
1783838875,653958688,38.9,2.03,0x0,9296,1500,0
1783838880,694232091,38.4,2.25,0x0,9296,1500,0
1783838885,734505047,37.8,2.06,0x0,9296,1500,0
1783838890,778794877,38.4,2.33,0x0,9296,1500,0
1783838895,819086996,37.8,2.06,0x0,9296,1500,0
1783838900,859399818,38.4,2.06,0x0,9296,1500,0
1783838905,899740203,37.3,2.07,0x0,9296,1500,0
1783838910,940105912,38.4,2.05,0x0,9296,1500,0
1783838915,980523613,37.3,2.06,0x0,9296,1500,0
1783838921,20914880,37.3,2.03,0x0,9296,1500,0
1783838926,61240322,37.3,2.04,0x0,9296,1500,0
1783838931,101696361,37.3,2.01,0x0,9296,1500,0
1783838936,142000551,38.4,2.02,0x0,9296,1500,0
1783838941,182350315,38.4,2.06,0x0,9296,1500,0
1783838946,222639356,37.3,2.06,0x0,9296,1500,0
1783838951,263006002,37.3,2.02,0x0,9296,1500,0
1783838956,303342901,37.3,2.05,0x0,9296,1500,0
1783838961,343696234,37.8,2.02,0x0,9296,1500,0
1783838966,384004668,36.7,2.06,0x0,9296,1500,0
1783838971,424254811,37.8,2.06,0x0,9296,1500,0
1783838976,464520586,37.3,2.05,0x0,9296,1500,0
1783838981,508797753,38.4,2.07,0x0,9296,1500,0
1783838986,553122954,37.8,2.05,0x0,9296,1500,0
1783838991,593365206,37.3,2.06,0x0,9296,1500,0
1783838996,633764246,37.3,2.05,0x0,9296,1500,0
1783839001,674062594,38.4,2.05,0x0,9296,1500,0
1783839006,815416511,37.8,2.03,0x0,9296,1500,0
1783839011,855703988,38.4,2.12,0x0,9296,1500,0
1783839016,996273305,37.3,2.03,0x0,9296,1500,0
1783839022,36617940,38.9,2.03,0x0,9296,1500,0
1783839027,177253345,37.3,2.07,0x0,9296,1500,0
1783839032,217599761,37.8,2.02,0x0,9296,1500,0
1783839037,358048969,37.8,2.09,0x0,9296,1500,0
1783839042,398302249,38.4,2.03,0x0,9296,1500,0
1783839047,539158582,37.3,2.05,0x0,9296,1500,0
1783839052,579385311,37.3,2.03,0x0,9296,1500,0
1783839057,619673991,37.3,2.06,0x0,9296,1500,0
1783839062,659899824,36.7,2.03,0x0,9296,1500,0
1783839067,700410268,38.4,2.03,0x0,9296,1500,0
1783839072,740745920,38.9,2.03,0x0,9296,1500,0
1783839077,781189458,37.8,2.06,0x0,9296,1500,0
1783839082,821623771,36.7,2.03,0x0,9296,1500,0
1783839087,964127233,38.4,2.05,0x0,9296,1500,0
1783839093,4431133,37.8,2.03,0x0,9296,1500,0
1783839098,145042274,37.3,2.04,0x0,9296,1500,0
1783839103,185301086,36.7,2.31,0x0,9296,1500,0
1783839108,325938605,38.4,2.05,0x0,9296,1500,0
1783839113,366439320,37.8,2.02,0x0,9296,1500,0
1783839118,406893299,36.7,2.02,0x0,9296,1500,0
1783839123,447327002,37.3,2.04,0x0,9296,1500,0
1783839128,487679429,37.3,2.06,0x0,9296,1500,0
1783839133,527917762,37.3,2.05,0x0,9296,1500,0
1783839138,568149278,37.8,2.06,0x0,9296,1500,0
1783839143,608441640,38.9,2.02,0x0,9296,1500,0
1783839148,648699942,37.3,2.04,0x0,9296,1500,0
1783839153,688986216,38.4,2.07,0x0,9296,1500,0
1783839158,729352629,37.3,2.04,0x0,9296,1500,0
1783839163,769730494,37.3,2.21,0x0,9296,1500,0
1783839168,810216680,37.3,2.06,0x0,9296,1500,0
1783839173,850443372,37.3,2.04,0x0,9296,1500,0
1783839178,890819695,36.7,2.05,0x0,9296,1500,0
1783839183,931116521,37.3,2.04,0x0,9296,1500,0
1783839188,971383607,36.7,2.06,0x0,9296,1500,0
1783839194,11735506,36.7,2.07,0x0,9296,1500,0
1783839199,52089309,37.3,2.06,0x0,9296,1500,0
1783839204,92427812,37.3,2.05,0x0,9296,1500,0
1783839209,132921050,37.3,2.23,0x0,9296,1500,0
1783839214,173206078,38.4,2.05,0x0,9296,1500,0
1783839219,213529302,36.7,2.29,0x0,9296,1500,0
1783839224,253925515,37.3,2.04,0x0,9296,1500,0
1783839229,294288106,37.8,2.04,0x0,9296,1500,0
1783839234,334569093,38.4,2.05,0x0,9296,1500,0
1783839239,374995677,37.3,2.07,0x0,9296,1500,0
1783839244,415325987,37.3,2.03,0x0,9296,1500,0
1783839249,455565781,37.3,2.31,0x0,9296,1500,0
1783839254,495878576,37.8,2.02,0x0,9296,1500,0
1783839259,536184092,37.8,2.07,0x0,9296,1500,0
1783839264,576524921,37.8,2.04,0x0,9296,1500,0
1783839269,616854007,37.3,2.03,0x0,9296,1500,0
1783839274,657021942,38.4,2.03,0x0,9296,1500,0
1783839279,697309315,37.3,2.08,0x0,9296,1500,0
1783839284,737574904,37.3,2.03,0x0,9296,1500,0
1783839289,777763059,38.4,2.06,0x0,9296,1500,0
1783839294,818050705,37.8,2.05,0x0,9296,1500,0
1783839299,858434007,36.7,2.05,0x0,9296,1500,0
1783839304,898950296,37.3,2.04,0x0,9296,1500,0
1783839309,939388185,37.8,2.03,0x0,9296,1500,0
1783839314,979891911,37.8,2.05,0x0,9296,1500,0
1783839320,20515529,37.3,2.04,0x0,9296,1500,0
1783839325,60824060,36.7,2.06,0x0,9296,1500,0
1783839330,101104203,38.4,2.07,0x0,9296,1500,0
1783839335,141353125,38.4,2.05,0x0,9296,1500,0
1783839340,181657638,37.3,2.07,0x0,9296,1500,0
1783839345,221993334,38.4,2.05,0x0,9296,1500,0
1783839350,262285824,38.4,2.15,0x0,9296,1500,0
1783839355,302684754,37.8,2.08,0x0,9296,1500,0
1783839360,343047049,37.3,2.06,0x0,9296,1500,0
1783839365,383386394,38.4,2.08,0x0,9296,1500,0
1783839370,423711270,37.3,2.04,0x0,9296,1500,0
1783839375,464057489,37.3,2.04,0x0,9296,1500,0
1783839380,504314440,36.7,2.06,0x0,9296,1500,0
1783839385,544678991,36.7,2.05,0x0,9296,1500,0
1783839390,584871681,36.7,2.11,0x0,9296,1500,0
1783839395,625147358,37.8,2.06,0x0,9296,1500,0
1783839400,665463152,38.9,2.05,0x0,9296,1500,0
1783839405,705778135,37.3,2.28,0x0,9296,1500,0
1783839410,746200973,38.4,2.03,0x0,9296,1500,0
1783839415,786473314,36.7,2.09,0x0,9296,1500,0
1783839420,827070674,37.8,2.06,0x0,9296,1500,0
1783839425,867504592,37.3,2.94,0x0,9296,1500,0
1783839430,907952101,37.3,2.05,0x0,9296,1500,0
1783839435,948316610,36.7,2.03,0x0,9296,1500,0
1783839440,988864524,38.4,2.06,0x0,9296,1500,0
1783839446,29315361,37.8,2.03,0x0,9296,1500,0
1783839451,69675195,37.3,2.05,0x0,9296,1500,0
1783839456,110044636,36.7,2.06,0x0,9296,1500,0
1783839461,150383016,38.4,2.03,0x0,9296,1500,0
1783839466,190848222,38.4,2.04,0x0,9296,1500,0
1783839471,231234421,38.4,2.07,0x0,9296,1500,0
1783839476,271610668,36.7,2.06,0x0,9296,1500,0
1783839481,311979554,37.3,2.05,0x0,9296,1500,0
